,age,fnlwgt,education-num,marital-status,relationship,race,sex,hours-per-week,income
14546,48,181758,16,1,4,8,1,60,1
14547,63,267101,13,2,8,8,2,60,0
14548,33,222221,9,2,8,8,2,45,1
14549,53,55139,9,1,1,8,2,10,0
14550,38,220237,11,2,8,8,2,40,1
14551,39,101073,12,2,8,8,2,24,0
14552,59,69884,15,16,4,8,2,50,0
14553,45,201127,9,2,8,8,2,40,0
14554,39,164733,10,4,1,8,1,45,0
14555,60,129447,9,64,1,8,1,35,0
14556,38,32837,13,4,4,8,1,56,0
14557,31,200117,9,4,1,8,2,40,0
14558,61,219183,13,2,8,8,2,50,1
14559,66,188842,13,2,8,8,2,24,0
14560,26,272669,13,1,1,2,2,20,0
14561,60,336188,15,2,8,8,2,80,1
14562,68,191288,4,64,1,8,1,15,0
14563,32,176185,10,4,32,8,2,60,0
14564,25,197728,13,1,1,8,1,20,0
14565,43,144778,9,2,8,8,2,40,0
14566,26,133373,13,1,2,8,2,44,0
14567,55,197399,14,2,8,8,2,55,1
14568,66,86010,6,64,1,8,1,11,0
14569,31,228873,9,2,8,8,2,40,0
14570,35,187415,3,2,8,2,2,50,0
14571,58,112945,15,1,1,8,2,40,1
14572,56,98361,14,2,8,8,2,40,1
14573,22,129172,10,1,2,8,2,16,0
14574,46,316205,13,2,8,4,2,40,1
14575,33,226629,10,2,16,8,1,35,0
14576,26,180886,14,2,8,8,2,30,0
14577,42,69333,13,2,8,8,2,50,0
14578,45,213620,9,1,2,8,1,40,0
14579,43,197397,10,2,16,16,1,6,0
14580,19,223648,7,1,2,8,2,20,0
14581,27,179915,13,1,2,8,1,99,0
14582,51,339905,9,2,8,8,2,40,1
14583,42,112956,9,1,2,8,2,40,0
14584,43,421837,10,2,8,8,2,50,1
14585,38,187999,13,2,8,8,2,45,1
14586,44,77313,9,4,4,8,1,40,0
14587,36,231948,9,2,8,8,2,64,1
14588,37,37109,9,2,16,2,1,60,0
14589,29,79387,13,1,1,8,2,50,1
14590,53,133963,9,4,1,8,1,40,0
14591,42,177937,13,16,1,8,2,45,0
14592,80,173488,10,64,1,8,1,20,0
14593,61,183355,7,2,8,8,2,40,0
14594,55,147989,10,2,8,8,2,52,0
14595,20,289944,10,1,2,8,1,25,0
14596,23,62278,9,1,4,8,2,40,0
14597,48,110457,10,2,8,8,2,40,1
14598,24,295763,13,1,2,8,1,50,0
14599,71,100063,9,2,8,4,2,40,0
14600,49,194962,7,2,16,8,1,6,0
14601,39,227597,9,1,1,8,2,50,0
14602,22,117606,13,1,2,8,1,25,0
14603,67,44774,13,64,1,8,1,40,0
14604,18,177648,9,1,2,8,1,25,0
14605,38,172571,13,2,8,8,2,54,1
14606,38,203482,4,2,8,8,2,45,0
14607,50,153931,9,4,1,8,1,40,0
14608,56,84774,12,2,16,8,1,40,0
14609,23,157127,10,1,1,8,1,20,0
14610,26,170786,10,2,8,8,2,40,0
14611,32,281030,9,2,8,8,2,40,0
14612,44,203761,13,1,2,8,2,40,1
14613,27,167405,9,16,2,8,1,40,0
14614,40,188436,10,2,8,8,2,40,1
14615,43,388849,12,2,8,8,2,60,0
14616,31,176998,10,2,8,8,2,35,1
14617,57,200316,10,2,8,8,2,40,1
14618,25,160300,13,1,1,8,2,35,0
14619,22,236684,11,1,2,4,1,36,0
14620,20,247794,11,1,2,8,1,35,0
14621,27,267325,9,2,16,8,1,40,0
14622,39,279490,10,4,4,8,1,40,0
14623,27,280618,14,1,1,8,2,40,0
14624,41,248406,9,32,2,8,2,40,0
14625,31,226494,13,1,1,8,2,45,0
14626,41,220460,12,2,8,8,2,20,0
14627,25,108317,13,1,1,8,2,40,0
14628,29,147256,12,1,1,4,2,40,1
14629,22,110371,9,2,2,8,2,50,0
14630,62,114060,4,2,8,8,2,91,0
14631,29,31161,9,4,1,16,1,40,0
14632,44,105862,10,2,16,8,1,70,1
14633,32,402089,13,2,16,8,1,2,0
14634,19,425447,9,1,4,4,1,40,0
14635,20,137300,11,1,4,8,1,40,0
14636,65,326691,10,2,8,4,2,40,1
14637,24,275093,9,1,1,8,1,36,0
14638,37,112497,14,2,8,8,2,50,1
14639,43,174491,9,4,1,4,1,40,0
14640,38,114835,13,2,16,8,1,60,1
14641,28,137898,12,1,2,8,1,35,0
14642,33,153151,9,1,2,8,2,40,0
14643,32,134886,9,2,16,8,1,40,1
14644,38,193815,14,2,8,8,2,45,1
14645,33,237833,10,4,1,8,1,40,0
14646,42,101593,13,2,8,8,2,60,1
14647,27,164924,9,1,1,8,2,40,0
14648,41,174201,9,4,4,8,2,40,0
14649,47,36169,14,2,8,8,2,60,1
14650,55,144071,7,2,8,8,2,45,0
14651,30,180859,10,1,2,8,2,8,0
14652,54,221915,10,64,4,8,1,50,0
14653,40,26892,13,2,8,8,2,40,1
14654,21,351084,9,1,1,8,1,40,0
14655,34,97306,13,4,4,8,1,25,0
14656,30,185027,13,2,8,8,2,40,1
14657,31,182539,10,1,1,8,1,45,0
14658,22,215395,9,1,1,8,2,37,0
14659,37,186434,9,2,8,4,2,40,1
14660,41,217921,5,2,16,2,1,40,0
14661,52,346668,14,1,2,8,1,40,0
14662,57,412952,10,2,8,8,2,40,0
14663,48,167009,10,4,1,8,1,48,0
14664,58,316000,9,2,8,8,2,40,1
14665,35,216256,5,2,8,8,2,50,0
14666,40,341835,9,1,1,8,1,45,0
14667,30,169841,9,4,1,8,1,25,0
14668,26,200681,9,2,8,8,2,40,0
14669,46,456956,9,2,8,8,2,60,0
14670,26,276075,10,2,8,4,2,40,0
14671,50,96657,13,4,4,4,1,40,0
14672,22,374313,9,2,8,8,2,50,1
14673,36,110998,14,64,4,2,1,40,0
14674,30,53285,9,2,8,8,2,52,1
14675,58,104613,12,2,8,8,2,50,1
14676,17,303317,7,1,2,8,2,40,0
14677,72,298070,11,32,4,8,1,25,0
14678,19,318822,9,1,1,8,1,40,0
14679,29,375078,4,2,16,8,1,40,0
14680,20,232799,9,1,2,4,1,25,0
14681,30,210851,10,2,8,8,2,40,0
14682,47,213745,10,4,4,8,1,45,0
14683,51,204447,10,2,8,8,2,45,1
14684,26,318934,6,2,8,8,2,40,0
14685,24,237386,10,1,1,8,2,42,0
14686,44,182629,14,4,1,8,2,24,0
14687,43,144778,9,2,8,8,2,50,1
14688,35,117166,13,1,1,8,2,50,0
14689,51,237630,9,2,8,8,2,50,1
14690,41,171550,9,2,8,8,2,40,1
14691,38,165302,10,4,4,16,1,40,0
14692,39,42186,9,2,16,2,1,20,0
14693,54,284952,6,32,4,8,1,43,0
14694,62,96099,9,1,1,8,2,40,0
14695,45,198759,16,2,8,8,2,60,0
14696,30,227886,9,1,2,4,1,35,0
14697,32,391874,9,2,8,8,2,40,0
14698,23,184370,9,4,1,8,1,40,0
14699,84,135839,11,64,1,8,1,14,0
14700,46,194698,13,1,2,8,2,60,0
14701,67,342175,14,4,1,8,1,40,0
14702,29,67218,13,2,8,8,2,40,1
14703,33,205152,11,1,1,8,2,55,1
14704,23,434467,10,2,8,8,2,42,0
14705,63,110150,9,2,8,8,2,55,1
14706,55,123382,9,32,1,4,1,40,0
14707,42,404573,15,4,4,8,1,40,0
14708,17,99462,7,1,2,1,1,20,0
14709,60,170310,3,2,8,8,2,40,0
14710,31,199883,8,4,2,8,2,40,0
14711,28,70034,4,1,2,8,2,40,0
14712,31,393357,5,2,8,4,2,48,0
14713,65,249043,13,2,8,8,2,40,1
14714,31,72630,13,1,1,8,2,50,1
14715,61,223133,9,4,1,4,1,40,0
14716,43,345969,15,2,8,8,2,50,1
14717,40,195520,10,1,4,4,1,49,0
14718,39,257942,9,1,1,8,2,40,0
14719,37,269300,10,16,4,4,1,27,0
14720,47,137354,10,2,8,1,2,40,0
14721,45,232997,10,2,8,8,2,65,1
14722,30,77266,9,2,8,8,2,60,0
14723,30,164190,15,1,2,8,2,40,0
14724,49,153536,10,4,1,8,2,44,1
14725,51,26832,9,2,8,8,2,40,1
14726,31,188096,13,1,1,8,1,72,1
14727,48,369522,13,2,16,8,1,25,1
14728,20,110998,10,1,2,2,1,30,0
14729,32,205152,9,2,8,8,2,40,1
14730,31,163890,10,1,4,4,1,40,0
14731,19,358631,9,1,1,8,2,25,0
14732,50,185354,14,4,1,8,1,35,0
14733,33,336061,9,2,8,8,2,50,0
14734,25,47011,13,1,2,8,2,20,0
14735,49,149949,9,4,1,8,2,40,0
14736,30,59496,10,2,8,8,2,40,0
14737,23,32950,13,1,1,8,2,40,0
14738,44,109912,16,2,16,8,1,32,1
14739,24,199555,11,1,4,8,2,5,0
14740,28,91299,11,1,1,2,1,45,0
14741,56,99359,9,4,4,8,1,40,0
14742,38,242559,9,1,1,8,1,38,0
14743,20,286391,10,1,2,8,1,20,0
14744,82,132870,9,64,1,8,1,18,0
14745,52,22428,13,2,8,8,2,60,1
14746,32,239150,10,1,1,4,2,40,0
14747,37,170563,11,32,4,8,1,32,0
14748,36,173542,13,2,8,8,2,40,1
14749,39,286026,13,2,8,8,2,40,1
14750,30,72887,9,2,2,2,2,40,0
14751,49,163229,9,2,8,8,2,56,0
14752,40,165726,11,4,4,8,1,40,0
14753,42,70055,7,2,8,8,2,45,0
14754,35,184655,13,1,1,8,2,40,0
14755,39,139906,9,4,4,8,1,81,0
14756,32,198211,11,16,1,8,2,40,0
14757,22,146540,7,1,1,8,2,50,0
14758,53,132304,10,4,1,8,1,40,0
14759,25,190916,9,1,1,8,2,40,0
14760,17,237272,6,1,2,8,2,30,0
14761,44,755858,9,2,8,8,2,70,1
14762,52,127315,14,2,8,8,2,40,1
14763,42,304302,9,2,8,1,2,40,0
14764,34,184942,7,2,8,8,2,50,0
14765,27,267989,10,2,8,8,2,40,0
14766,37,188377,9,1,1,4,2,40,0
14767,39,221059,14,2,32,16,1,38,1
14768,26,340787,9,2,8,8,2,40,0
14769,48,140782,14,2,16,8,1,38,1
14770,57,169071,9,4,4,8,1,28,0
14771,36,151094,11,32,1,8,2,48,0
14772,27,122922,13,1,1,8,1,40,0
14773,17,151141,7,1,2,8,2,15,0
14774,30,136651,3,2,8,8,2,40,0
14775,37,177285,11,2,16,4,1,48,1
14776,31,128016,13,1,2,8,1,40,0
14777,23,200318,12,1,1,8,1,20,0
14778,32,250354,6,1,32,8,2,45,0
14779,58,191069,9,2,8,8,2,40,1
14780,31,27856,9,1,4,8,1,8,0
14781,44,523484,13,2,8,4,2,40,1
14782,39,257175,13,4,4,4,1,40,0
14783,59,174864,9,2,8,8,2,45,1
14784,42,196029,13,2,8,8,2,48,1
14785,45,200471,9,2,8,8,2,35,0
14786,20,353195,9,1,1,8,2,35,0
14787,35,222868,9,2,8,8,2,40,0
14788,50,221791,12,2,8,4,2,40,0
14789,56,197114,9,1,2,8,2,28,0
14790,48,160220,11,2,8,8,2,40,1
14791,58,274917,14,64,1,8,1,15,0
14792,32,348460,11,2,8,8,2,50,0
14793,23,112683,10,1,2,8,1,12,0
14794,48,345831,9,4,1,8,2,40,0
14795,33,105370,9,4,1,8,2,70,0
14796,48,345006,13,1,1,8,1,45,0
14797,55,195329,9,64,1,8,1,35,0
14798,40,108765,11,1,4,1,1,40,0
14799,50,138022,10,2,8,8,2,40,0
14800,52,175029,6,2,8,8,2,35,0
14801,19,189574,9,1,1,8,1,30,0
14802,55,141409,6,2,8,8,2,50,1
14803,36,186035,15,2,8,8,2,30,1
14804,39,165235,13,32,4,2,1,40,1
14805,22,105043,10,1,4,8,1,40,0
14806,44,230684,13,2,8,8,2,50,1
14807,34,345705,9,4,1,8,2,38,0
14808,33,248584,10,2,8,8,2,50,0
14809,55,436861,14,4,1,8,1,40,1
14810,35,200153,14,2,8,8,2,45,1
14811,50,398625,7,64,1,8,1,40,0
14812,43,114043,10,4,4,4,1,40,0
14813,29,169544,11,1,1,8,2,40,0
14814,56,343849,10,2,8,4,2,40,0
14815,33,162572,13,2,8,8,2,40,1
14816,24,291578,9,2,8,8,2,50,0
14817,46,136162,11,4,4,8,1,40,0
14818,60,376133,9,2,16,8,1,15,1
14819,48,302612,14,2,8,8,2,40,0
14820,65,240166,7,2,8,8,2,35,0
14821,29,193152,9,1,1,8,2,40,0
14822,42,248094,9,2,8,8,2,43,0
14823,44,119281,15,2,8,8,2,50,1
14824,73,300404,10,2,8,8,2,6,1
14825,21,82847,10,1,1,8,1,50,0
14826,32,161153,9,2,8,8,2,55,1
14827,43,287008,14,2,8,8,2,35,1
14828,21,654141,9,1,1,4,2,32,0
14829,30,252646,10,32,1,8,2,20,0
14830,54,171924,13,2,8,8,2,48,0
14831,19,219742,10,1,2,8,1,15,0
14832,55,153788,10,2,16,8,1,37,0
14833,20,60639,10,1,2,8,1,28,0
14834,53,96062,13,2,8,8,2,40,0
14835,51,165614,14,1,1,8,2,55,1
14836,33,159888,9,2,8,8,2,40,0
14837,62,110586,10,64,4,8,1,40,0
14838,24,143062,9,1,2,8,2,30,0
14839,17,413557,5,1,2,8,1,40,0
14840,26,137658,10,1,1,8,1,45,0
14841,36,398931,9,4,1,8,2,40,0
14842,32,311764,6,2,16,8,1,35,0
14843,58,98725,16,2,8,8,2,50,1
14844,38,140854,13,2,8,8,2,40,1
14845,72,97304,9,16,4,8,2,40,0
14846,26,352768,9,4,2,8,1,40,0
14847,45,27184,9,64,4,8,1,38,0
14848,72,237229,11,64,1,8,1,30,0
14849,60,142494,10,2,8,8,2,40,1
14850,27,210313,9,2,8,8,2,50,0
14851,38,194538,11,2,8,8,2,48,1
14852,37,26698,10,2,8,8,2,44,1
14853,28,211032,10,1,2,8,2,40,0
14854,38,107909,13,2,8,8,2,40,1
14855,29,136077,9,2,8,8,2,60,1
14856,19,184737,9,1,2,8,1,40,0
14857,28,214689,13,1,32,8,2,25,0
14858,70,147558,13,4,1,8,1,7,0
14859,40,93793,9,2,8,8,2,50,1
14860,26,247025,11,4,2,8,2,40,0
14861,43,284403,12,2,8,4,2,60,0
14862,29,221977,10,2,16,8,1,40,1
14863,25,339956,10,2,8,4,2,40,0
14864,29,161097,9,2,8,4,2,40,1
14865,60,223696,2,4,1,16,2,38,0
14866,31,234500,13,2,16,8,1,40,0
14867,51,97005,4,2,8,8,2,40,0
14868,18,242615,10,1,2,8,1,15,0
14869,36,174938,13,4,4,8,2,20,0
14870,35,160120,13,2,8,2,2,40,1
14871,48,193775,13,4,2,8,2,38,1
14872,78,59583,4,2,8,8,2,25,0
14873,72,157913,13,2,8,8,2,17,0
14874,24,308205,10,1,2,8,2,40,0
14875,58,158506,7,2,8,8,2,16,0
14876,36,201769,7,1,1,4,2,40,1
14877,48,330470,10,2,8,8,2,30,0
14878,28,184078,9,4,1,8,1,40,0
14879,26,123384,14,1,2,8,1,40,0
14880,29,330132,13,1,1,8,1,60,0
14881,47,274720,3,2,8,4,2,40,0
14882,50,129673,13,4,1,8,1,50,1
14883,35,205584,3,1,1,8,2,40,0
14884,17,327127,7,1,2,8,2,20,0
14885,41,225892,10,2,8,8,2,48,1
14886,37,224886,9,2,8,8,2,42,0
14887,35,27763,9,2,8,1,2,40,0
14888,56,73684,4,2,8,8,2,40,0
14889,23,107452,10,2,8,8,2,40,0
14890,33,23871,12,4,4,8,1,32,0
14891,79,309272,9,2,8,8,2,40,1
14892,28,469864,13,1,1,4,2,40,0
14893,55,286230,7,4,2,8,1,20,0
14894,59,186308,14,2,8,8,2,50,0
14895,22,113062,13,1,2,8,1,40,0
14896,19,86150,7,1,2,2,1,19,0
14897,41,262038,3,16,1,8,2,35,0
14898,32,279231,11,2,8,8,2,40,0
14899,67,188903,4,2,8,8,2,40,0
14900,45,183786,9,4,4,8,1,35,0
14901,61,339358,3,2,32,8,1,45,0
14902,34,287737,13,1,1,8,1,40,0
14903,43,99203,11,2,8,8,2,40,0
14904,38,297449,13,2,8,8,2,50,1
14905,35,113481,16,2,8,8,2,60,0
14906,65,204042,9,4,1,8,2,20,0
14907,24,43387,13,2,8,8,2,55,1
14908,37,99233,9,2,8,8,2,40,0
14909,34,313729,10,2,8,8,2,50,0
14910,42,99679,9,2,8,8,2,60,1
14911,18,169745,4,1,2,8,1,40,0
14912,43,19914,10,64,4,1,1,15,0
14913,31,113543,10,2,8,8,2,40,1
14914,19,224241,10,1,2,8,1,20,0
14915,40,137367,10,2,8,2,2,50,0
14916,32,263908,13,2,8,8,2,40,0
14917,47,280798,10,2,8,8,2,40,1
14918,32,203849,10,2,8,8,2,40,0
14919,46,62546,16,32,1,8,2,35,0
14920,40,197344,13,2,8,8,2,65,1
14921,36,93225,13,1,1,8,2,35,0
14922,33,187560,11,2,8,8,2,36,0
14923,23,61743,3,1,1,8,2,35,0
14924,21,186648,6,32,2,8,2,40,0
14925,40,173321,9,2,16,4,1,32,0
14926,53,246820,16,2,8,8,2,50,1
14927,20,424034,10,1,2,8,2,15,0
14928,53,291755,10,2,8,8,2,72,0
14929,58,104945,5,2,8,4,2,60,0
14930,51,85423,9,2,8,8,2,55,1
14931,31,214235,9,2,8,8,2,65,0
14932,35,278632,9,2,8,8,2,40,0
14933,23,27415,7,1,2,1,2,40,0
14934,31,143392,10,4,1,8,1,35,0
14935,21,277408,10,1,4,8,1,35,0
14936,39,336793,14,2,8,8,2,55,1
14937,36,184112,15,2,16,8,1,45,1
14938,51,74660,6,2,8,8,2,40,1
14939,18,395026,7,1,2,8,2,12,0
14940,32,171215,10,4,1,8,2,48,0
14941,56,121362,13,4,1,8,1,32,0
14942,35,409200,12,1,1,8,2,40,0
14943,63,268965,8,64,4,8,1,40,0
14944,61,136262,9,2,8,8,2,50,1
14945,23,141323,10,1,2,8,2,40,0
14946,52,108083,14,2,8,8,2,50,1
14947,19,82210,9,1,1,8,2,50,0
14948,33,400943,14,2,8,8,2,50,1
14949,35,308489,13,2,8,4,2,50,0
14950,35,187053,9,4,1,8,1,60,1
14951,38,75826,15,2,16,8,1,40,0
14952,23,413345,13,1,1,8,1,60,0
14953,22,356567,11,4,1,8,2,60,0
14954,20,223811,9,1,1,8,2,40,0
14955,19,159313,9,1,1,8,2,40,0
14956,47,250170,9,2,8,4,2,40,1
14957,59,135617,7,2,8,8,2,40,0
14958,38,187346,9,1,2,8,1,40,0
14959,36,108103,9,2,8,8,2,50,0
14960,27,255476,3,1,32,8,2,40,0
14961,24,68577,11,2,8,8,2,40,0
14962,35,155961,9,1,2,4,1,35,0
14963,22,264102,10,1,32,4,2,39,0
14964,37,167777,9,2,8,8,2,52,0
14965,36,225399,9,2,8,8,2,40,1
14966,28,199998,9,32,1,8,1,25,0
14967,55,199856,9,2,16,8,1,50,0
14968,29,189765,3,2,16,8,1,40,0
14969,32,193042,13,2,8,8,2,44,0
14970,66,222810,10,4,32,8,1,35,0
14971,47,162595,10,16,32,8,2,45,0
14972,23,208826,13,1,1,8,1,40,0
14973,50,120190,14,4,1,8,1,45,0
14974,40,27242,9,2,8,8,2,84,0
14975,51,348099,9,1,1,8,1,40,0
14976,34,185041,9,1,1,8,1,45,0
14977,28,309196,13,1,1,8,1,40,0
14978,52,254285,16,2,8,8,2,70,1
14979,39,336226,9,2,8,8,2,60,1
14980,43,240698,13,2,8,8,2,40,1
14981,36,411797,13,1,2,8,1,35,1
14982,25,178843,13,1,2,8,1,15,0
14983,42,136177,10,4,4,8,1,38,0
14984,35,243409,10,2,8,8,2,40,0
14985,43,258049,14,2,8,8,2,53,1
14986,34,164748,9,2,8,8,2,40,0
14987,50,24185,13,2,8,8,2,38,1
14988,30,167476,10,2,8,8,2,60,0
14989,44,106900,14,2,8,8,2,44,1
14990,52,53497,11,2,8,8,2,40,0
14991,35,335704,12,2,8,8,2,60,0
14992,36,211022,11,4,1,8,2,40,1
14993,30,163003,13,1,2,2,1,52,0
14994,36,77146,13,2,8,8,2,45,1
14995,39,67433,13,1,1,8,1,40,0
14996,25,458549,2,2,8,8,2,96,0
14997,26,190469,13,1,1,8,2,40,0
14998,20,195411,9,1,2,4,1,20,0
14999,20,216889,10,1,2,8,2,40,0
15000,70,336007,3,2,8,8,2,20,0
15001,26,167350,9,1,2,8,2,50,0
15002,24,241857,10,1,1,4,1,35,0
15003,48,125892,13,2,8,8,2,40,1
15004,62,272209,9,4,4,4,1,99,0
15005,48,175221,9,2,8,8,2,40,0
15006,52,180195,13,2,8,8,2,40,1
15007,25,38090,13,1,1,8,2,44,0
15008,58,310085,3,2,8,8,2,40,0
15009,40,118686,13,1,1,8,1,45,0
15010,29,112963,10,2,16,8,1,40,0
15011,45,120131,4,2,8,8,2,52,0
15012,19,43937,10,1,32,8,1,20,0
15013,37,210438,7,1,1,4,2,40,0
15014,23,176724,7,2,8,8,2,40,0
15015,31,113364,9,4,1,8,2,60,0
15016,64,73986,4,2,8,8,2,20,0
15017,28,197932,10,1,2,8,1,16,0
15018,32,193285,9,1,2,8,2,40,0
15019,49,223342,10,4,1,8,1,44,0
15020,35,49749,10,4,1,8,1,40,1
15021,19,211553,10,1,2,8,1,35,0
15022,45,201865,16,2,8,8,2,45,1
15023,39,322143,8,2,8,8,2,70,1
15024,55,158702,10,1,1,4,1,45,0
15025,46,275625,13,4,4,2,1,60,1
15026,19,206599,10,1,2,8,1,16,0
15027,29,89813,9,2,16,8,1,40,0
15028,25,156848,9,2,2,8,2,35,0
15029,37,162494,13,1,1,8,1,40,0
15030,30,205407,9,1,4,8,2,40,0
15031,28,375313,9,2,8,2,2,40,0
15032,36,930948,10,32,4,4,1,56,0
15033,32,127895,10,1,4,4,1,35,0
15034,34,248754,7,1,1,8,2,40,0
15035,34,188096,9,1,1,8,1,36,0
15036,20,216811,10,1,2,8,1,40,0
15037,27,113870,14,1,2,8,2,40,0
15038,36,343052,9,2,16,8,1,40,0
15039,35,280966,10,2,8,8,2,40,0
15040,37,42044,9,4,1,8,2,35,0
15041,32,309513,9,2,8,8,2,50,0
15042,32,163604,14,1,1,8,1,20,0
15043,52,224198,9,4,1,8,1,48,0
15044,50,338283,10,2,8,8,2,40,1
15045,23,242375,9,1,1,8,1,30,0
15046,25,81286,9,2,8,8,2,45,0
15047,21,243368,1,1,1,8,2,50,0
15048,31,217803,9,4,1,8,1,32,0
15049,31,323020,10,2,16,8,1,30,0
15050,41,34278,11,32,1,8,2,40,0
15051,47,184579,10,2,8,8,2,60,0
15052,20,210781,10,1,2,8,1,10,0
15053,20,142673,10,1,1,8,1,45,0
15054,29,131714,6,4,1,4,1,25,0
15055,51,74784,10,64,1,8,1,40,0
15056,30,181372,13,2,16,8,1,33,1
15057,23,62507,10,1,1,8,1,12,0
15058,48,155664,13,2,8,8,2,35,1
15059,39,174924,9,32,1,8,2,40,1
15060,62,113440,13,2,8,8,2,35,0
15061,22,147227,13,1,1,8,2,30,0
15062,46,207022,13,2,8,8,2,40,1
15063,51,123011,14,2,8,8,2,35,1
15064,20,184678,9,1,1,8,1,32,0
15065,40,182437,12,2,8,8,2,50,1
15066,31,98639,13,1,1,8,2,40,0
15067,30,174201,10,1,2,8,2,40,0
15068,52,123780,9,2,16,8,1,38,0
15069,20,374116,9,1,32,8,1,40,0
15070,37,212005,11,2,8,8,2,40,1
15071,65,123965,13,64,1,8,1,40,0
15072,40,242619,13,1,1,8,2,40,0
15073,60,138502,13,2,8,8,2,48,1
15074,27,113635,9,1,1,8,2,35,0
15075,62,664366,13,2,8,8,2,60,1
15076,53,218311,9,4,1,8,1,35,0
15077,38,278557,13,2,8,8,2,50,1
15078,49,314773,11,2,8,8,2,40,0
15079,21,194861,9,1,2,8,2,40,0
15080,18,400616,10,1,2,8,2,40,0
15081,25,208117,13,1,32,8,2,40,0
15082,36,184498,7,2,8,8,2,40,0
15083,52,117674,9,2,8,8,2,55,1
15084,19,162621,10,1,2,8,2,14,0
15085,23,368739,13,1,1,8,1,40,0
15086,63,196994,13,2,8,8,2,15,0
15087,63,420629,11,2,8,8,2,45,0
15088,62,245491,13,4,1,8,2,40,1
15089,51,276456,12,2,8,8,2,30,1
15090,76,169133,10,64,1,8,1,30,0
15091,50,99307,9,2,8,8,2,45,0
15092,45,120131,9,2,8,8,2,50,1
15093,44,456236,10,4,2,8,2,45,1
15094,51,107123,4,2,8,4,2,40,0
15095,42,125461,13,1,2,8,2,35,0
15096,43,36924,14,2,8,8,2,40,1
15097,53,167065,7,2,8,8,2,40,0
15098,29,53642,11,2,8,8,2,40,0
15099,41,154668,10,2,8,8,2,40,0
15100,44,102238,9,4,4,8,2,40,0
15101,35,54595,6,64,1,4,1,40,0
15102,27,152951,9,2,8,8,2,40,0
15103,35,257042,10,2,8,8,2,50,0
15104,60,74243,11,64,1,8,1,30,0
15105,49,149049,10,4,1,8,2,45,1
15106,33,117186,13,2,8,8,2,45,0
15107,35,178322,13,2,8,8,2,40,1
15108,31,286911,10,2,8,8,2,38,0
15109,54,203635,9,2,8,8,2,60,1
15110,57,177271,16,2,8,8,2,35,0
15111,30,149427,5,1,2,8,2,45,0
15112,45,101656,6,1,1,2,2,40,0
15113,41,274363,10,2,8,8,2,42,1
15114,25,241025,13,1,2,8,2,18,0
15115,51,338836,10,2,8,8,2,40,1
15116,42,210534,3,32,32,8,2,40,0
15117,28,95725,11,1,1,8,2,45,0
15118,47,178013,6,2,16,8,1,20,0
15119,53,167410,13,4,1,1,2,40,0
15120,31,158162,13,1,1,8,1,50,1
15121,46,241935,7,2,8,4,2,40,1
15122,25,406955,9,1,32,8,1,40,0
15123,47,341762,9,2,8,8,2,40,0
15124,26,239303,13,2,8,8,2,50,0
15125,30,38848,9,2,8,8,2,40,0
15126,48,54744,9,2,8,8,2,40,0
15127,22,332194,10,1,2,4,2,40,0
15128,32,154950,10,2,8,8,2,30,0
15129,33,196342,16,1,1,8,2,45,1
15130,31,201292,9,2,8,8,2,40,0
15131,43,339767,10,2,16,8,1,20,1
15132,26,250066,11,1,1,8,1,40,0
15133,34,318886,9,2,8,4,2,40,0
15134,50,124076,13,2,16,8,1,40,1
15135,30,242122,9,32,4,4,1,40,0
15136,17,34019,7,1,2,8,2,20,0
15137,35,230754,14,1,2,4,1,40,0
15138,29,213842,10,2,8,8,2,40,0
15139,27,196386,12,2,8,8,2,40,0
15140,32,62165,13,2,8,4,2,40,0
15141,34,134737,13,1,2,8,2,40,1
15142,32,515629,9,32,1,8,1,40,0
15143,47,119199,10,4,4,8,1,40,0
15144,40,90222,10,1,1,8,1,40,0
15145,26,28443,11,1,1,8,1,40,0
15146,30,159442,9,1,1,8,1,40,0
15147,54,315804,9,4,1,8,2,40,0
15148,53,135840,13,2,8,8,2,55,1
15149,38,81232,13,2,8,8,2,40,1
15150,43,118001,4,32,1,4,2,40,0
15151,25,207875,10,1,2,8,2,20,0
15152,39,164898,9,2,8,8,2,40,0
15153,57,170066,9,2,8,8,2,25,1
15154,47,111994,9,2,8,8,2,34,0
15155,45,166636,9,4,32,4,1,35,0
15156,24,61737,13,1,1,8,2,40,0
15157,32,241885,6,4,1,8,2,40,0
15158,25,234190,10,1,1,8,2,35,0
15159,57,230899,3,32,1,8,1,40,0
15160,28,114158,13,2,16,8,1,24,1
15161,28,222442,9,2,8,8,2,51,0
15162,27,157612,13,1,1,8,1,55,0
15163,28,199903,13,1,1,8,1,20,0
15164,74,292627,2,2,8,4,2,40,0
15165,44,156687,9,2,8,2,2,42,0
15166,27,369522,9,1,2,8,2,45,0
15167,61,226297,13,2,8,8,2,40,0
15168,25,356017,7,1,1,8,2,99,0
15169,28,189257,5,1,2,4,1,24,0
15170,20,157541,10,1,2,8,2,40,0
15171,33,69251,11,1,2,2,2,40,0
15172,38,272944,9,4,1,8,2,40,0
15173,31,113667,9,1,4,4,1,25,0
15174,40,222011,14,1,1,8,1,45,1
15175,43,191196,10,2,8,8,2,55,1
15176,38,169104,14,2,8,8,2,60,1
15177,19,146679,10,1,2,4,2,30,0
15178,56,226985,12,2,8,8,2,50,0
15179,38,153066,14,4,1,8,2,45,1
